x,Trapezoid,Simpson,Actual J0
5.51,-0.01078289588,-0.01078289588,-0.003432302361
5.52,-8.34984103e-05,-8.34984103e-05,-2.657836948e-05
5.53,0.01059654197,0.01059654197,0.003372984068
5.54,0.02125622818,0.02125622818,0.006766067573
5.55,0.03189456673,0.03189456673,0.01015235591
5.56,0.04251056779,0.04251056779,0.013531534
5.57,0.05310324526,0.05310324526,0.01690328796
5.58,0.06367161689,0.06367161689,0.02026730513
5.59,0.07421470432,0.07421470432,0.02362327408
5.6,0.08473153319,0.08473153319,0.02697088469
5.61,0.09522113322,0.09522113322,0.03030982808
5.62,0.1056825383,0.1056825383,0.03363979674
5.63,0.1161147865,0.1161147865,0.03696048449
5.64,0.1265169204,0.1265169204,0.04027158653
5.65,0.1368879867,0.1368879867,0.04357279946
5.66,0.1472270367,0.1472270367,0.0468638213
5.67,0.1575331264,0.1575331264,0.05014435154
5.68,0.1678053163,0.1678053163,0.05341409113
5.69,0.1780426716,0.1780426716,0.05667274253
5.7,0.1882442624,0.1882442624,0.05992000972
5.71,0.1984091635,0.1984091635,0.06315559824
5.72,0.2085364548,0.2085364548,0.06637921521
5.73,0.2186252213,0.2186252213,0.06959056932
5.74,0.228674553,0.228674553,0.07278937093
5.75,0.2386835449,0.2386835449,0.07597533202
5.76,0.2486512976,0.2486512976,0.07914816624
5.77,0.2585769168,0.2585769168,0.08230758896
5.78,0.2684595137,0.2684595137,0.08545331725
5.79,0.2782982049,0.2782982049,0.08858506993
5.8,0.2880921126,0.2880921126,0.09170256757
5.81,0.2978403646,0.2978403646,0.09480553257
5.82,0.3075420945,0.3075420945,0.0978936891
5.83,0.3171964415,0.3171964415,0.1009667632
5.84,0.3268025506,0.3268025506,0.1040244827
5.85,0.336359573,0.336359573,0.1070665774
5.86,0.3458666656,0.3458666656,0.110092779
5.87,0.3553229914,0.3553229914,0.1131028209
5.88,0.3647277195,0.3647277195,0.1160964389
5.89,0.3740800253,0.3740800253,0.1190733703
5.9,0.3833790903,0.3833790903,0.1220333546
5.91,0.3926241024,0.3926241024,0.1249761333
5.92,0.4018142557,0.4018142557,0.12790145
5.93,0.4109487511,0.4109487511,0.1308090502
5.94,0.4200267957,0.4200267957,0.1336986815
5.95,0.4290476032,0.4290476032,0.1365700937
5.96,0.438010394,0.438010394,0.1394230386
5.97,0.4469143951,0.4469143951,0.1422572703
5.98,0.4557588405,0.4557588405,0.1450725447
5.99,0.4645429708,0.4645429708,0.1478686202
6,0.4732660335,0.4732660335,0.1506452573
6.01,0.481927283,0.481927283,0.1534022186
6.02,0.4905259808,0.4905259808,0.1561392691
6.03,0.4990613954,0.4990613954,0.158856176
6.04,0.5075328024,0.5075328024,0.1615527086
6.05,0.5159394846,0.5159394846,0.1642286386
6.06,0.5242807321,0.5242807321,0.1668837402
6.07,0.532555842,0.532555842,0.1695177894
6.08,0.540764119,0.540764119,0.1721305652
6.09,0.548904875,0.548904875,0.1747218483
6.1,0.5569774297,0.5569774297,0.1772914222
6.11,0.5649811097,0.5649811097,0.1798390727
6.12,0.5729152498,0.5729152498,0.1823645879
6.13,0.5807791918,0.5807791918,0.1848677584
6.14,0.5885722855,0.5885722855,0.1873483772
6.15,0.5962938884,0.5962938884,0.1898062397
6.16,0.6039433655,0.6039433655,0.1922411439
6.17,0.6115200899,0.6115200899,0.1946528902
6.18,0.6190234422,0.6190234422,0.1970412814
6.19,0.6264528112,0.6264528112,0.199406123
6.2,0.6338075935,0.6338075935,0.2017472229
6.21,0.6410871936,0.6410871936,0.2040643916
6.22,0.6482910241,0.6482910241,0.2063574421
6.23,0.6554185057,0.6554185057,0.20862619
6.24,0.6624690671,0.6624690671,0.2108704534
6.25,0.6694421453,0.6694421453,0.2130900531
6.26,0.6763371853,0.6763371853,0.2152848125
6.27,0.6831536404,0.6831536404,0.2174545575
6.28,0.6898909723,0.6898909723,0.2195991169
6.29,0.6965486508,0.6965486508,0.2217183218
6.3,0.7031261543,0.7031261543,0.2238120061
6.31,0.7096229692,0.7096229692,0.2258800065
6.32,0.7160385906,0.7160385906,0.2279221623
6.33,0.7223725222,0.7223725222,0.2299383153
6.34,0.7286242757,0.7286242757,0.2319283103
6.35,0.7347933718,0.7347933718,0.2338919945
6.36,0.7408793395,0.7408793395,0.2358292182
6.37,0.7468817164,0.7468817164,0.2377398341
6.38,0.7528000489,0.7528000489,0.2396236979
6.39,0.7586338917,0.7586338917,0.2414806677
6.4,0.7643828087,0.7643828087,0.2433106048
6.41,0.7700463719,0.7700463719,0.245113373
6.42,0.7756241625,0.7756241625,0.2468888389
6.43,0.7811157704,0.7811157704,0.248636872
6.44,0.7865207939,0.7865207939,0.2503573444
6.45,0.7918388407,0.7918388407,0.2520501313
6.46,0.797069527,0.797069527,0.2537151104
6.47,0.8022124778,0.8022124778,0.2553521625
6.48,0.8072673271,0.8072673271,0.256961171
6.49,0.812233718,0.812233718,0.2585420223
6.5,0.8171113021,0.8171113021,0.2600946056
6.51,0.8218997404,0.8218997404,0.2616188128
6.52,0.8265987026,0.8265987026,0.263114539
6.53,0.8312078675,0.8312078675,0.2645816817
6.54,0.8357269228,0.8357269228,0.2660201417
6.55,0.8401555654,0.8401555654,0.2674298224
6.56,0.844493501,0.844493501,0.2688106302
6.57,0.8487404446,0.8487404446,0.2701624743
6.58,0.8528961202,0.8528961202,0.2714852669
6.59,0.8569602607,0.8569602607,0.2727789231
6.6,0.8609326085,0.8609326085,0.2740433606
6.61,0.8648129147,0.8648129147,0.2752785005
6.62,0.8686009398,0.8686009398,0.2764842663
6.63,0.8722964533,0.8722964533,0.2776605848
6.64,0.8758992338,0.8758992338,0.2788073854
6.65,0.8794090693,0.8794090693,0.2799246007
6.66,0.8828257566,0.8828257566,0.2810121661
6.67,0.886149102,0.886149102,0.2820700198
6.68,0.8893789208,0.8893789208,0.283098103
6.69,0.8925150375,0.8925150375,0.28409636
6.7,0.8955572858,0.8955572858,0.2850647377
6.71,0.8985055086,0.8985055086,0.2860031862
6.72,0.901359558,0.901359558,0.2869116583
6.73,0.9041192952,0.9041192952,0.28779011
6.74,0.9067845908,0.9067845908,0.2886384999
6.75,0.9093553243,0.9093553243,0.2894567898
6.76,0.9118313847,0.9118313847,0.2902449443
6.77,0.91421267,0.91421267,0.2910029309
6.78,0.9164990874,0.9164990874,0.2917307202
6.79,0.9186905534,0.9186905534,0.2924282855
6.8,0.9207869935,0.9207869935,0.2930956031
6.81,0.9227883426,0.9227883426,0.2937326523
6.82,0.9246945447,0.9246945447,0.2943394153
6.83,0.9265055528,0.9265055528,0.2949158771
6.84,0.9282213293,0.9282213293,0.2954620257
6.85,0.9298418456,0.9298418456,0.295977852
6.86,0.9313670823,0.9313670823,0.29646335
6.87,0.9327970292,0.9327970292,0.2969185162
6.88,0.934131685,0.934131685,0.2973433503
6.89,0.9353710577,0.9353710577,0.2977378549
6.9,0.9365151644,0.9365151644,0.2981020354
6.91,0.9375640313,0.9375640313,0.2984359001
6.92,0.9385176935,0.9385176935,0.2987394602
6.93,0.9393761954,0.9393761954,0.2990127298
6.94,0.9401395902,0.9401395902,0.2992557259
6.95,0.9408079403,0.9408079403,0.2994684684
6.96,0.941381317,0.941381317,0.2996509799
6.97,0.9418598007,0.9418598007,0.299803286
6.98,0.9422434808,0.9422434808,0.2999254151
6.99,0.9425324554,0.9425324554,0.3000173986
7,0.9427268318,0.9427268318,0.3000792705
7.01,0.942826726,0.942826726,0.3001110679
7.02,0.9428322632,0.9428322632,0.3001128304
7.03,0.9427435772,0.9427435772,0.3000846007
7.04,0.9425608106,0.9425608106,0.3000264243
7.05,0.942284115,0.942284115,0.2999383494
7.06,0.9419136508,0.9419136508,0.299820427
7.07,0.941449587,0.941449587,0.2996727109
7.08,0.9408921014,0.9408921014,0.2994952577
7.09,0.9402413807,0.9402413807,0.2992881269
7.1,0.93949762,0.93949762,0.2990513805
7.11,0.9386610233,0.9386610233,0.2987850835
7.12,0.937731803,0.937731803,0.2984893035
7.13,0.9367101802,0.9367101802,0.2981641109
7.14,0.9355963847,0.9355963847,0.2978095787
7.15,0.9343906547,0.9343906547,0.2974257829
7.16,0.9330932368,0.9330932368,0.297012802
7.17,0.9317043862,0.9317043862,0.2965707171
7.18,0.9302243665,0.9302243665,0.2960996122
7.19,0.9286534498,0.9286534498,0.2955995739
7.2,0.9269919164,0.9269919164,0.2950706914
7.21,0.9252400549,0.9252400549,0.2945130566
7.22,0.9233981625,0.9233981625,0.293926764
7.23,0.9214665441,0.9214665441,0.2933119108
7.24,0.9194455134,0.9194455134,0.2926685967
7.25,0.9173353919,0.9173353919,0.2919969242
7.26,0.9151365093,0.9151365093,0.2912969981
7.27,0.9128492035,0.9128492035,0.2905689261
7.28,0.9104738204,0.9104738204,0.2898128181
7.29,0.9080107137,0.9080107137,0.2890287869
7.3,0.9054602453,0.9054602453,0.2882169476
7.31,0.9028227851,0.9028227851,0.287377418
7.32,0.9000987106,0.9000987106,0.2865103181
7.33,0.8972884072,0.8972884072,0.2856157708
7.34,0.8943922683,0.8943922683,0.2846939011
7.35,0.8914106947,0.8914106947,0.2837448368
7.36,0.8883440953,0.8883440953,0.2827687079
7.37,0.8851928862,0.8851928862,0.2817656469
7.38,0.8819574914,0.8819574914,0.2807357887
7.39,0.8786383423,0.8786383423,0.2796792707
7.4,0.8752358778,0.8752358778,0.2785962327
7.41,0.8717505444,0.8717505444,0.2774868166
7.42,0.8681827959,0.8681827959,0.2763511669
7.43,0.8645330933,0.8645330933,0.2751894305
7.44,0.860801905,0.860801905,0.2740017564
7.45,0.8569897067,0.8569897067,0.272788296
7.46,0.8530969813,0.8530969813,0.271549203
7.47,0.8491242186,0.8491242186,0.2702846334
7.48,0.8450719157,0.8450719157,0.2689947453
7.49,0.8409405767,0.8409405767,0.2676796993
7.5,0.8367307126,0.8367307126,0.2663396579
7.51,0.8324428412,0.8324428412,0.264974786
7.52,0.8280774873,0.8280774873,0.2635852507
7.53,0.8236351826,0.8236351826,0.2621712212
7.54,0.8191164652,0.8191164652,0.2607328688
7.55,0.8145218801,0.8145218801,0.2592703669
7.56,0.8098519789,0.8098519789,0.2577838912
7.57,0.8051073198,0.8051073198,0.2562736193
7.58,0.8002884673,0.8002884673,0.2547397309
7.59,0.7953959925,0.7953959925,0.2531824078
7.6,0.7904304729,0.7904304729,0.2516018338
7.61,0.785392492,0.785392492,0.2499981948
7.62,0.7802826401,0.7802826401,0.2483716783
7.63,0.7751015131,0.7751015131,0.2467224744
7.64,0.7698497133,0.7698497133,0.2450507746
7.65,0.7645278492,0.7645278492,0.2433567727
7.66,0.759136535,0.759136535,0.241640664
7.67,0.7536763909,0.7536763909,0.2399026462
7.68,0.7481480432,0.7481480432,0.2381429185
7.69,0.7425521236,0.7425521236,0.2363616819
7.7,0.7368892698,0.7368892698,0.2345591396
7.71,0.731160125,0.731160125,0.2327354962
7.72,0.7253653383,0.7253653383,0.2308909583
7.73,0.7195055639,0.7195055639,0.2290257341
7.74,0.7135814616,0.7135814616,0.2271400338
7.75,0.7075936969,0.7075936969,0.2252340691
7.76,0.7015429401,0.7015429401,0.2233080534
7.77,0.6954298672,0.6954298672,0.2213622019
7.78,0.689255159,0.689255159,0.2193967312
7.79,0.6830195017,0.6830195017,0.2174118598
7.8,0.6767235863,0.6767235863,0.2154078077
7.81,0.6703681091,0.6703681091,0.2133847965
7.82,0.6639537708,0.6639537708,0.2113430492
7.83,0.6574812775,0.6574812775,0.2092827906
7.84,0.6509513394,0.6509513394,0.2072042468
7.85,0.644364672,0.644364672,0.2051076454
7.86,0.6377219949,0.6377219949,0.2029932156
7.87,0.6310240326,0.6310240326,0.200861188
7.88,0.6242715139,0.6242715139,0.1987117945
7.89,0.6174651718,0.6174651718,0.1965452686
7.9,0.6106057439,0.6106057439,0.1943618448
7.91,0.6036939719,0.6036939719,0.1921617595
7.92,0.5967306016,0.5967306016,0.1899452499
7.93,0.589716383,0.589716383,0.1877125547
7.94,0.5826520699,0.5826520699,0.1854639141
7.95,0.5755384204,0.5755384204,0.1831995691
7.96,0.568376196,0.568376196,0.1809197623
7.97,0.5611661623,0.5611661623,0.1786247372
7.98,0.5539090883,0.5539090883,0.1763147389
7.99,0.546605747,0.546605747,0.1739900131
8,0.5392569147,0.5392569147,0.1716508071
8.01,0.5318633711,0.5318633711,0.1692973691
8.02,0.5244258994,0.5244258994,0.1669299483
8.03,0.5169452861,0.5169452861,0.1645487952
8.04,0.5094223209,0.5094223209,0.162154161
8.05,0.5018577966,0.5018577966,0.1597462981
8.06,0.4942525092,0.4942525092,0.15732546
8.07,0.4866072576,0.4866072576,0.1548919008
8.08,0.4789228437,0.4789228437,0.1524458759
8.09,0.471200072,0.471200072,0.1499876413
8.1,0.4634397499,0.4634397499,0.147517454
8.11,0.4556426876,0.4556426876,0.145035572
8.12,0.4478096977,0.4478096977,0.1425422539
8.13,0.4399415953,0.4399415953,0.1400377591
8.14,0.4320391981,0.4320391981,0.137522348
8.15,0.424103326,0.424103326,0.1349962814
8.16,0.4161348012,0.4161348012,0.1324598212
8.17,0.4081344481,0.4081344481,0.1299132297
8.18,0.4001030932,0.4001030932,0.1273567701
8.19,0.3920415651,0.3920415651,0.124790706
8.2,0.3839506942,0.3839506942,0.1222153018
8.21,0.3758313129,0.3758313129,0.1196308224
8.22,0.3676842552,0.3676842552,0.1170375334
8.23,0.359510357,0.359510357,0.1144357008
8.24,0.3513104557,0.3513104557,0.1118255912
8.25,0.3430853902,0.3430853902,0.1092074715
8.26,0.334836001,0.334836001,0.1065816094
8.27,0.3265631298,0.3265631298,0.1039482727
8.28,0.3182676198,0.3182676198,0.1013077298
8.29,0.3099503151,0.3099503151,0.09866024953
8.3,0.3016120613,0.3016120613,0.0960061009
8.31,0.2932537047,0.2932537047,0.09334555335
8.32,0.2848760927,0.2848760927,0.09067887664
8.33,0.2764800737,0.2764800737,0.08800634078
8.34,0.2680664967,0.2680664967,0.08532821604
8.35,0.2596362115,0.2596362115,0.08264477292
8.36,0.2511900685,0.2511900685,0.07995628211
8.37,0.2427289188,0.2427289188,0.0772630145
8.38,0.2342536137,0.2342536137,0.07456524111
8.39,0.2257650051,0.2257650051,0.07186323308
8.4,0.2172639452,0.2172639452,0.06915726166
8.41,0.2087512862,0.2087512862,0.06644759816
8.42,0.2002278808,0.2002278808,0.06373451395
8.43,0.1916945814,0.1916945814,0.06101828039
8.44,0.1831522407,0.1831522407,0.05829916888
8.45,0.1746017109,0.1746017109,0.05557745073
8.46,0.1660438445,0.1660438445,0.05285339724
8.47,0.1574794933,0.1574794933,0.05012727959
8.48,0.148909509,0.148909509,0.04739936887
8.49,0.1403347429,0.1403347429,0.04466993603
8.5,0.1317560455,0.1317560455,0.04193925184
8.51,0.123174267,0.123174267,0.03920758692
8.52,0.1145902569,0.1145902569,0.03647521163
8.53,0.1060048638,0.1060048638,0.03374239612
8.54,0.09741893551,0.09741893551,0.03100941028
8.55,0.08883331904,0.08883331904,0.02827652367
8.56,0.08024886028,0.08024886028,0.02554400558
8.57,0.07166640412,0.07166640412,0.02281212494
8.58,0.06308679425,0.06308679425,0.0200811503
8.59,0.05451087314,0.05451087314,0.01735134983
8.6,0.04593948197,0.04593948197,0.01462299128
8.61,0.03737346051,0.03737346051,0.01189634196
8.62,0.02881364705,0.02881364705,0.009171668713
8.63,0.02026087834,0.02026087834,0.006449237878
8.64,0.01171598951,0.01171598951,0.003729315286
8.65,0.003179813959,0.003179813959,0.001012166219
8.66,-0.00534681667,-0.00534681667,-0.001701944606
8.67,-0.01386307262,-0.01386307262,-0.004412753067
8.68,-0.02236812605,-0.02236812605,-0.007119995658
8.69,-0.03086115117,-0.03086115117,-0.009823409518
8.7,-0.03934132427,-0.03934132427,-0.01252273245
8.71,-0.04780782379,-0.04780782379,-0.01521770295
8.72,-0.05625983045,-0.05625983045,-0.01790806023
8.73,-0.06469652728,-0.06469652728,-0.02059354424
8.74,-0.07311709972,-0.07311709972,-0.02327389569
8.75,-0.08152073568,-0.08152073568,-0.02594885609
8.76,-0.08990662561,-0.08990662561,-0.02861816776
8.77,-0.0982739626,-0.0982739626,-0.03128157385
8.78,-0.1066219425,-0.1066219425,-0.03393881837
8.79,-0.1149497637,-0.1149497637,-0.03658964621
8.8,-0.1232566278,-0.1232566278,-0.03923380318
8.81,-0.1315417391,-0.1315417391,-0.04187103601
8.82,-0.1398043049,-0.1398043049,-0.04450109239
8.83,-0.1480435356,-0.1480435356,-0.04712372098
8.84,-0.1562586448,-0.1562586448,-0.04973867146
8.85,-0.1644488493,-0.1644488493,-0.0523456945
8.86,-0.172613369,-0.172613369,-0.05494454184
8.87,-0.1807514274,-0.1807514274,-0.0575349663
8.88,-0.1888622514,-0.1888622514,-0.06011672175
8.89,-0.1969450713,-0.1969450713,-0.06268956322
8.9,-0.2049991209,-0.2049991209,-0.06525324685
8.91,-0.2130236379,-0.2130236379,-0.06780752995
8.92,-0.2210178636,-0.2210178636,-0.070352171
8.93,-0.2289810429,-0.2289810429,-0.07288692969
8.94,-0.2369124247,-0.2369124247,-0.07541156694
8.95,-0.2448112619,-0.2448112619,-0.07792584491
8.96,-0.2526768112,-0.2526768112,-0.08042952703
8.97,-0.2605083336,-0.2605083336,-0.08292237802
8.98,-0.2683050939,-0.2683050939,-0.0854041639
8.99,-0.2760663613,-0.2760663613,-0.08787465205
9,-0.2837914093,-0.2837914093,-0.09033361118
9.01,-0.2914795154,-0.2914795154,-0.09278081138
9.02,-0.2991299619,-0.2991299619,-0.09521602413
9.03,-0.3067420353,-0.3067420353,-0.09763902234
9.04,-0.3143150266,-0.3143150266,-0.1000495803
9.05,-0.3218482314,-0.3218482314,-0.1024474739
9.06,-0.3293409501,-0.3293409501,-0.1048324803
9.07,-0.3367924875,-0.3367924875,-0.1072043784
9.08,-0.3442021535,-0.3442021535,-0.1095629483
9.09,-0.3515692626,-0.3515692626,-0.111907972
9.1,-0.3588931341,-0.3588931341,-0.1142392327
9.11,-0.3661730926,-0.3661730926,-0.1165565154
9.12,-0.3734084674,-0.3734084674,-0.1188596068
9.13,-0.3805985929,-0.3805985929,-0.1211482948
9.14,-0.3877428087,-0.3877428087,-0.1234223693
9.15,-0.3948404596,-0.3948404596,-0.1256816218
9.16,-0.4018908956,-0.4018908956,-0.1279258452
9.17,-0.408893472,-0.408893472,-0.1301548345
9.18,-0.4158475494,-0.4158475494,-0.1323683861
9.19,-0.4227524939,-0.4227524939,-0.1345662982
9.2,-0.429607677,-0.429607677,-0.1367483708
9.21,-0.4364124758,-0.4364124758,-0.1389144055
9.22,-0.4431662729,-0.4431662729,-0.1410642059
9.23,-0.4498684566,-0.4498684566,-0.1431975772
9.24,-0.4565184208,-0.4565184208,-0.1453143266
9.25,-0.4631155652,-0.4631155652,-0.1474142628
9.26,-0.4696592952,-0.4696592952,-0.1494971968
9.27,-0.4761490222,-0.4761490222,-0.1515629411
9.28,-0.4825841633,-0.4825841633,-0.1536113101
9.29,-0.4889641417,-0.4889641417,-0.1556421203
9.3,-0.4952883865,-0.4952883865,-0.1576551899
9.31,-0.5015563329,-0.5015563329,-0.1596503392
9.32,-0.5077674221,-0.5077674221,-0.1616273903
9.33,-0.5139211016,-0.5139211016,-0.1635861673
9.34,-0.5200168248,-0.5200168248,-0.1655264963
9.35,-0.5260540516,-0.5260540516,-0.1674482053
9.36,-0.532032248,-0.532032248,-0.1693511243
9.37,-0.5379508866,-0.5379508866,-0.1712350855
9.38,-0.543809446,-0.543809446,-0.1730999228
9.39,-0.5496074113,-0.5496074113,-0.1749454725
9.4,-0.5553442743,-0.5553442743,-0.1767715728
9.41,-0.5610195331,-0.5610195331,-0.1785780637
9.42,-0.5666326922,-0.5666326922,-0.1803647878
9.43,-0.572183263,-0.572183263,-0.1821315893
9.44,-0.5776707634,-0.5776707634,-0.1838783149
9.45,-0.5830947177,-0.5830947177,-0.1856048132
9.46,-0.5884546573,-0.5884546573,-0.187310935
9.47,-0.5937501201,-0.5937501201,-0.1889965331
9.48,-0.5989806508,-0.5989806508,-0.1906614628
9.49,-0.604145801,-0.604145801,-0.1923055812
9.5,-0.6092451291,-0.6092451291,-0.1939287477
9.51,-0.6142782003,-0.6142782003,-0.195530824
9.52,-0.6192445868,-0.6192445868,-0.1971116739
9.53,-0.6241438679,-0.6241438679,-0.1986711635
9.54,-0.6289756296,-0.6289756296,-0.2002091611
9.55,-0.6337394651,-0.6337394651,-0.201725537
9.56,-0.6384349746,-0.6384349746,-0.2032201641
9.57,-0.6430617655,-0.6430617655,-0.2046929174
9.58,-0.6476194522,-0.6476194522,-0.2061436741
9.59,-0.6521076563,-0.6521076563,-0.2075723138
9.6,-0.6565260064,-0.6565260064,-0.2089787184
9.61,-0.6608741386,-0.6608741386,-0.2103627718
9.62,-0.665151696,-0.665151696,-0.2117243607
9.63,-0.6693583292,-0.6693583292,-0.2130633736
9.64,-0.6734936958,-0.6734936958,-0.2143797017
9.65,-0.677557461,-0.677557461,-0.2156732383
9.66,-0.6815492971,-0.6815492971,-0.2169438792
9.67,-0.6854688838,-0.6854688838,-0.2181915224
9.68,-0.6893159085,-0.6893159085,-0.2194160684
9.69,-0.6930900655,-0.6930900655,-0.2206174199
9.7,-0.696791057,-0.696791057,-0.221795482
9.71,-0.7004185923,-0.7004185923,-0.2229501624
9.72,-0.7039723884,-0.7039723884,-0.2240813708
9.73,-0.7074521698,-0.7074521698,-0.2251890197
9.74,-0.7108576684,-0.7108576684,-0.2262730235
9.75,-0.7141886237,-0.7141886237,-0.2273332995
9.76,-0.7174447826,-0.7174447826,-0.2283697671
9.77,-0.7206259,-0.7206259,-0.2293823482
9.78,-0.7237317378,-0.7237317378,-0.2303709671
9.79,-0.7267620659,-0.7267620659,-0.2313355505
9.8,-0.7297166618,-0.7297166618,-0.2322760276
9.81,-0.7325953105,-0.7325953105,-0.2331923299
9.82,-0.7353978047,-0.7353978047,-0.2340843915
9.83,-0.7381239447,-0.7381239447,-0.2349521488
9.84,-0.7407735386,-0.7407735386,-0.2357955408
9.85,-0.743346402,-0.743346402,-0.2366145086
9.86,-0.7458423585,-0.7458423585,-0.2374089962
9.87,-0.7482612389,-0.7482612389,-0.2381789498
9.88,-0.7506028823,-0.7506028823,-0.238924318
9.89,-0.7528671351,-0.7528671351,-0.2396450521
9.9,-0.7550538515,-0.7550538515,-0.2403411055
9.91,-0.7571628936,-0.7571628936,-0.2410124345
9.92,-0.7591941311,-0.7591941311,-0.2416589975
9.93,-0.7611474415,-0.7611474415,-0.2422807555
9.94,-0.7630227099,-0.7630227099,-0.242877672
9.95,-0.7648198295,-0.7648198295,-0.2434497129
9.96,-0.7665387009,-0.7665387009,-0.2439968466
9.97,-0.7681792325,-0.7681792325,-0.2445190441
9.98,-0.7697413408,-0.7697413408,-0.2450162786
9.99,-0.7712249496,-0.7712249496,-0.2454885259
10,-0.7726299909,-0.7726299909,-0.2459357645
